JK,Tanggal Lahir,Tempat Lahir,Asal Kecamatan,Jenis Tinggal,Alat Transportasi,Jenjang Pendidikan Ayh,Pekerjaan Ayh,Penghasilan Ayh,Jenjang Pendidikan Ibu,Pekerjaan Ibu,Penghasilan Ibu,Keluar Karena
P,2008-04-15,Kendal,Kalibareng,Bersama orang tua,Jalan kaki,SMA / sederajat,Wiraswasta,"Rp. 500,000 - Rp. 999,999",SMA / sederajat,Wiraswasta,"Kurang dari Rp. 500,000",Mutasi
P,2004-06-03,SEMARANG,Banyumanik,Bersama orang tua,Jalan kaki,SMP / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1998-01-24,SEMARANG,Mijen,Bersama orang tua,Sepeda motor,Putus SD,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2003-06-18,SEMARANG,Kaloran,Asrama,Jalan kaki,SMP / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Tidak bekerja,Tidak Berpenghasilan,Lulus
L,1997-06-28,KENDAL,Patebon,Asrama,Jalan kaki,Tidak sekolah,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,1996-12-18,KENDAL,Boja,Bersama orang tua,Sepeda motor,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2005-10-01,Manokwari,Kejajar,Bersama orang tua,Jalan kaki,SMA / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Pedagang Besar,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,1998-06-04,PEKALONGAN,Bojong,Asrama,Jalan kaki,SMP / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Tidak bekerja,Tidak Berpenghasilan,Lulus
P,2001-08-18,TELAGA DUA,Binjai Hulu,Asrama,Jalan kaki,Tidak sekolah,Petani,"Rp. 500,000 - Rp. 999,999",Putus SD,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
P,2006-07-29,PEMALANG,Kemuning,Asrama,Jalan kaki,SMP / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,2003-11-15,SEMARANG,Genuk,Bersama orang tua,Jalan kaki,SMA / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,2002-07-13,BREBES,Bulakamba,Pesantren,Jalan kaki,SD / sederajat,Wirausaha,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Wirausaha,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2004-03-02,SEMARANG,Gunung Pati,Bersama orang tua,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Lainnya,Tidak Berpenghasilan,Lulus
P,2000-08-14,SEMARANG,Mranggen,Pesantren,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,2005-04-24,SEMARANG,Jatibarang,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
L,2003-10-31,Semarang,Bandungan,Rumah Tinggal,Jalan kaki,SD / sederajat,"Rp. 1,000,000 - Rp. 1,999,999","Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Dikeluarkan
L,2003-10-31,Semarang,Bandungan,Asrama,Jalan kaki,SMA / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",D3,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Mutasi
P,2005-09-25,SEMARANG,Beji,Bersama orang tua,Jalan kaki,SMP / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1997-06-18,KENDAL,Ngampel,Asrama,Jalan kaki,SD / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak sekolah,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1999-12-29,KENDAL,Boja,Asrama,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1996-04-29,KENDAL,Boja,Asrama,Jalan kaki,SD / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2002-08-09,SEMARANG,Mijen,Pesantren,Jalan kaki,SD / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Tidak bekerja,Tidak Berpenghasilan,Lulus
L,2005-05-21,Kendal,Singorojo,Pesantren,Jalan kaki,Tidak sekolah,Petani,"Kurang dari Rp. 500,000",SMP / sederajat,Petani,"Kurang dari Rp. 500,000",Lulus
L,2002-02-14,SEMARANG,Semarang Tengah,Bersama orang tua,Jalan kaki,Putus SD,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",SMP / sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Mutasi
L,2002-01-12,KENDAL,Boja,Asrama,Jalan kaki,SMA / sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",SD / sederajat,Lainnya,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2003-06-18,SEMARANG,Ungaran Barat,Bersama orang tua,Angkutan umum/bus/pete-pete,Putus SD,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Putus SD,Buruh,"Rp. 500,000 - Rp. 999,999",Lulus
P,2002-06-06,SEMARANG,Mijen,Pesantren,Jalan kaki,Putus SD,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Putus SD,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,1999-10-11,CILACAP,Nusawungu,Asrama,Jalan kaki,SD / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2002-05-13,KENDAL,Boja,Pesantren,Jalan kaki,SMP / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Tidak bekerja,Tidak Berpenghasilan,Lulus
L,1998-12-28,KENDAL,Boja,Bersama orang tua,Sepeda motor,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2004-04-30,Semarang,Gayamsari,Bersama orang tua,Sepeda motor,SD / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Tidak bekerja,Tidak Berpenghasilan,Lulus
P,1998-10-02,SEMARANG,Semarang Barat,Asrama,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,2003-03-10,KUWARON,Gubug,Pesantren,Jalan kaki,Tidak sekolah,"Rp. 1,000,000 - Rp. 1,999,999","Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2005-05-10,KENDAL,Kaligading,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2003-10-03,Semarang,Sumowono,Asrama,Jalan kaki,SMP / sederajat,Wiraswasta,"Rp. 500,000 - Rp. 999,999",SD / sederajat,Wiraswasta,"Kurang dari Rp. 500,000",Lulus
P,2002-11-09,SEMARANG,Ungaran Timur,Bersama orang tua,Angkutan umum/bus/pete-pete,SMA / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Tidak bekerja,Tidak Berpenghasilan,Lulus
P,2002-01-17,SEMARANG,Ungaran Timur,Pesantren,Jalan kaki,SMP / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2006-06-10,Semarang,Podorejo,Bersama orang tua,Jalan kaki,Putus SD,Petani,"Rp. 500,000 - Rp. 999,999",Putus SD,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
P,1997-12-17,KENDAL,Limbangan,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2001-02-05,SEMARANG,Tuntang,Rumah Tinggal,Jalan kaki,SD / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2003-03-23,Semarang,Ngaliyan,Asrama,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",SMA / sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Lulus
